order_date,country,product_id,quantity,total_amount,date,campaign_name,start_date,end_date,in_campaign,pageviews,sessions,footfall,temperature
2024-08-07,Netherlands,18,2,277.46,2024-08-07,Greenlam,2024-06-06,2024-08-17,True,19167,5642,50.0,21.55
2024-08-07,Netherlands,18,2,277.46,2024-08-07,No Campaign,2024-01-07,2024-08-01,False,19167,5642,50.0,21.55
2024-08-07,Netherlands,18,2,277.46,2024-08-07,Rank,2024-05-01,2024-12-27,True,19167,5642,50.0,21.55
2024-08-07,Netherlands,18,2,277.46,2024-08-07,Wrapsafe,2024-06-02,2024-09-12,True,19167,5642,50.0,21.55
2024-08-07,Netherlands,18,2,277.46,2024-08-07,Konklab,2024-01-05,2024-11-12,True,19167,5642,50.0,21.55
2024-03-20,France,7,5,371.75,2024-03-20,Holdlamis,2024-03-10,2024-06-15,True,0,0,48.36937525694633,21.39131914989622
2024-03-20,France,7,5,371.75,2024-03-20,No Campaign,2024-04-06,2024-04-14,False,0,0,48.36937525694633,21.39131914989622
2024-03-20,France,7,5,371.75,2024-03-20,Matsoft,2024-02-14,2024-12-10,True,0,0,48.36937525694633,21.39131914989622
2024-03-20,France,7,5,371.75,2024-03-20,Ventosanzap,2024-01-13,2024-05-26,True,0,0,48.36937525694633,21.39131914989622
2024-03-20,France,7,5,371.75,2024-03-20,No Campaign,2024-06-24,2024-07-17,False,0,0,48.36937525694633,21.39131914989622
2024-03-20,France,7,5,371.75,2024-03-20,No Campaign,2024-08-19,2024-12-08,False,0,0,48.36937525694633,21.39131914989622
2024-11-09,Kazakhstan,24,1,355.92,2024-11-09,No Campaign,2024-05-25,2024-08-22,False,46381,7393,40.0,21.96666666666667
2024-11-09,Kazakhstan,24,1,355.92,2024-11-09,No Campaign,2024-05-23,2024-07-15,False,46381,7393,40.0,21.96666666666667
2024-11-09,Kazakhstan,24,1,355.92,2024-11-09,No Campaign,2024-09-26,2024-10-01,False,46381,7393,40.0,21.96666666666667
2024-11-09,Kazakhstan,24,1,355.92,2024-11-09,No Campaign,2024-04-03,2024-07-30,False,46381,7393,40.0,21.96666666666667
2024-11-09,Kazakhstan,24,1,355.92,2024-11-09,No Campaign,2024-03-25,2024-06-04,False,46381,7393,40.0,21.96666666666667
2024-08-17,China,12,9,221.49,2024-08-17,No Campaign,2024-05-07,2024-05-19,False,78304,16867,3.0,19.7
2024-08-17,China,12,9,221.49,2024-08-17,No Campaign,2024-03-26,2024-05-22,False,78304,16867,3.0,19.7
2024-08-17,China,12,9,221.49,2024-08-17,No Campaign,2024-04-16,2024-06-20,False,78304,16867,3.0,19.7
2024-08-17,China,12,9,221.49,2024-08-17,Kanlam,2024-07-12,2024-11-15,True,78304,16867,3.0,19.7
2024-08-17,China,12,9,221.49,2024-08-17,Flowdesk,2024-06-20,2024-11-21,True,78304,16867,3.0,19.7
2024-08-17,China,12,9,221.49,2024-08-17,Voltsillam,2024-02-07,2024-11-06,True,78304,16867,3.0,19.7
2024-08-17,China,12,9,221.49,2024-08-17,No Campaign,2024-02-01,2024-04-10,False,78304,16867,3.0,19.7
2024-08-17,China,12,9,221.49,2024-08-17,No Campaign,2024-03-25,2024-07-10,False,78304,16867,3.0,19.7
2024-12-02,Indonesia,20,4,756.25,2024-12-02,No Campaign,2024-06-11,2024-08-06,False,62525,55786,57.2,22.419999999999998
2024-12-02,Indonesia,20,4,756.25,2024-12-02,No Campaign,2024-07-18,2024-08-15,False,62525,55786,57.2,22.419999999999998
2024-12-02,Indonesia,20,4,756.25,2024-12-02,No Campaign,2024-08-02,2024-10-15,False,62525,55786,57.2,22.419999999999998
2024-12-02,Indonesia,20,4,756.25,2024-12-02,No Campaign,2024-02-09,2024-03-11,False,62525,55786,57.2,22.419999999999998
2024-12-02,Indonesia,20,4,756.25,2024-12-02,No Campaign,2024-07-29,2024-11-27,False,62525,55786,57.2,22.419999999999998
2024-12-02,Indonesia,20,4,756.25,2024-12-02,No Campaign,2024-09-10,2024-10-23,False,62525,55786,57.2,22.419999999999998
2024-06-05,Poland,4,5,944.18,2024-06-05,No Campaign,2024-11-01,2024-12-29,False,144501,58699,59.0,20.2
2024-06-05,Poland,4,5,944.18,2024-06-05,Ventosanzap,2024-01-08,2024-12-24,True,144501,58699,59.0,20.2
2024-06-05,Poland,4,5,944.18,2024-06-05,No Campaign,2024-01-13,2024-02-03,False,144501,58699,59.0,20.2
2024-06-05,Poland,4,5,944.18,2024-06-05,No Campaign,2024-07-26,2024-11-07,False,144501,58699,59.0,20.2
2024-06-05,Poland,4,5,944.18,2024-06-05,Konklab,2024-02-28,2024-11-20,True,144501,58699,59.0,20.2
2024-06-05,Poland,4,5,944.18,2024-06-05,Bamity,2024-04-16,2024-09-21,True,144501,58699,59.0,20.2
2024-06-05,Poland,4,5,944.18,2024-06-05,No Campaign,2024-09-05,2024-10-08,False,144501,58699,59.0,20.2
2024-06-05,Poland,4,5,944.18,2024-06-05,Konklab,2024-02-24,2024-12-05,True,144501,58699,59.0,20.2
2024-06-05,Poland,4,5,944.18,2024-06-05,Greenlam,2024-04-14,2024-12-09,True,144501,58699,59.0,20.2
2024-06-05,Poland,4,5,944.18,2024-06-05,No Campaign,2024-09-13,2024-11-30,False,144501,58699,59.0,20.2
2024-06-05,Poland,4,5,944.18,2024-06-05,Fixflex,2024-03-09,2024-09-05,True,144501,58699,59.0,20.2
2024-06-05,Poland,4,5,944.18,2024-06-05,No Campaign,2024-07-07,2024-08-16,False,144501,58699,59.0,20.2
2024-06-05,Poland,4,5,944.18,2024-06-05,No Campaign,2024-08-19,2024-09-26,False,144501,58699,59.0,20.2
2024-06-05,Poland,4,5,944.18,2024-06-05,Namfix,2024-04-20,2024-06-13,True,144501,58699,59.0,20.2
2024-06-05,Poland,4,5,944.18,2024-06-05,Stim,2024-02-13,2024-06-08,True,144501,58699,59.0,20.2
2024-01-31,Venezuela,42,9,729.82,2024-01-31,No Campaign,2024-06-12,2024-11-22,False,118428,70335,71.2,20.080000000000002
2024-01-31,Venezuela,42,9,729.82,2024-01-31,No Campaign,2024-11-04,2024-11-15,False,118428,70335,71.2,20.080000000000002
2024-01-31,Venezuela,42,9,729.82,2024-01-31,No Campaign,2024-04-21,2024-08-28,False,118428,70335,71.2,20.080000000000002
2024-01-31,Venezuela,42,9,729.82,2024-01-31,No Campaign,2024-02-06,2024-07-08,False,118428,70335,71.2,20.080000000000002
2024-01-31,Venezuela,42,9,729.82,2024-01-31,No Campaign,2024-05-26,2024-12-05,False,118428,70335,71.2,20.080000000000002
2024-01-31,Venezuela,42,9,729.82,2024-01-31,Zontrax,2024-01-02,2024-05-19,True,118428,70335,71.2,20.080000000000002
2024-01-31,Venezuela,42,9,729.82,2024-01-31,Wrapsafe,2024-01-20,2024-10-31,True,118428,70335,71.2,20.080000000000002
2024-01-31,Venezuela,42,9,729.82,2024-01-31,No Campaign,2024-04-14,2024-09-15,False,118428,70335,71.2,20.080000000000002
2024-01-31,Venezuela,42,9,729.82,2024-01-31,Tempsoft,2024-01-03,2024-04-15,True,118428,70335,71.2,20.080000000000002
2024-12-21,Philippines,41,1,731.97,2024-12-21,No Campaign,2024-05-09,2024-11-17,False,18342,2846,50.0,21.5
2024-12-21,Philippines,41,1,731.97,2024-12-21,No Campaign,2024-03-18,2024-09-12,False,18342,2846,50.0,21.5
2024-12-21,Philippines,41,1,731.97,2024-12-21,No Campaign,2024-05-14,2024-08-27,False,18342,2846,50.0,21.5
2024-12-21,Philippines,41,1,731.97,2024-12-21,No Campaign,2024-01-19,2024-06-22,False,18342,2846,50.0,21.5
2024-12-21,Philippines,41,1,731.97,2024-12-21,No Campaign,2024-06-08,2024-11-05,False,18342,2846,50.0,21.5
2024-12-21,Philippines,41,1,731.97,2024-12-21,No Campaign,2024-06-07,2024-12-08,False,18342,2846,50.0,21.5
2024-12-21,Philippines,41,1,731.97,2024-12-21,No Campaign,2024-05-06,2024-08-30,False,18342,2846,50.0,21.5
2024-12-21,Philippines,41,1,731.97,2024-12-21,No Campaign,2024-11-11,2024-12-18,False,18342,2846,50.0,21.5
2024-12-21,Philippines,41,1,731.97,2024-12-21,No Campaign,2024-04-24,2024-05-25,False,18342,2846,50.0,21.5
2024-06-11,Indonesia,47,4,802.45,2024-06-11,No Campaign,2024-01-03,2024-03-12,False,21415,4057,33.333333333333336,22.666666666666668
2024-06-11,Indonesia,47,4,802.45,2024-06-11,No Campaign,2024-07-19,2024-09-20,False,21415,4057,33.333333333333336,22.666666666666668
2024-06-11,Indonesia,47,4,802.45,2024-06-11,Duobam,2024-02-26,2024-07-09,True,21415,4057,33.333333333333336,22.666666666666668
2024-06-11,Indonesia,47,4,802.45,2024-06-11,No Campaign,2024-02-05,2024-02-10,False,21415,4057,33.333333333333336,22.666666666666668
2024-06-11,Indonesia,47,4,802.45,2024-06-11,Job,2024-03-30,2024-12-07,True,21415,4057,33.333333333333336,22.666666666666668
2024-06-11,Indonesia,47,4,802.45,2024-06-11,No Campaign,2024-01-27,2024-03-05,False,21415,4057,33.333333333333336,22.666666666666668
2024-06-11,Indonesia,47,4,802.45,2024-06-11,Gembucket,2024-03-26,2024-09-04,True,21415,4057,33.333333333333336,22.666666666666668
2024-06-11,Indonesia,47,4,802.45,2024-06-11,Cookley,2024-03-23,2024-12-04,True,21415,4057,33.333333333333336,22.666666666666668
2024-06-11,Indonesia,47,4,802.45,2024-06-11,No Campaign,2024-08-01,2024-08-29,False,21415,4057,33.333333333333336,22.666666666666668
2024-06-11,Indonesia,47,4,802.45,2024-06-11,No Campaign,2024-06-23,2024-10-09,False,21415,4057,33.333333333333336,22.666666666666668
2024-06-11,Indonesia,47,4,802.45,2024-06-11,Lotlux,2024-05-22,2024-12-04,True,21415,4057,33.333333333333336,22.666666666666668
2024-06-11,Indonesia,47,4,802.45,2024-06-11,Cookley,2024-01-16,2024-11-30,True,21415,4057,33.333333333333336,22.666666666666668
2024-05-02,Czech Republic,39,5,686.2,2024-05-02,Andalax,2024-02-18,2024-09-06,True,64813,32168,84.0,20.275
2024-05-02,Czech Republic,39,5,686.2,2024-05-02,No Campaign,2024-08-20,2024-10-12,False,64813,32168,84.0,20.275
2024-05-02,Czech Republic,39,5,686.2,2024-05-02,No Campaign,2024-07-10,2024-10-02,False,64813,32168,84.0,20.275
2024-06-20,Philippines,50,1,206.2,2024-06-20,No Campaign,2024-02-07,2024-02-23,False,168647,86396,23.0,22.15
2024-06-20,Philippines,50,1,206.2,2024-06-20,No Campaign,2024-01-18,2024-05-21,False,168647,86396,23.0,22.15
2024-06-20,Philippines,50,1,206.2,2024-06-20,No Campaign,2024-09-20,2024-09-30,False,168647,86396,23.0,22.15
2024-06-20,Philippines,50,1,206.2,2024-06-20,Keylex,2024-05-22,2024-07-03,True,168647,86396,23.0,22.15
2024-06-20,Philippines,50,1,206.2,2024-06-20,No Campaign,2024-08-14,2024-12-13,False,168647,86396,23.0,22.15
2024-06-20,Philippines,50,1,206.2,2024-06-20,Sonsing,2024-05-27,2024-07-03,True,168647,86396,23.0,22.15
2024-06-20,Philippines,50,1,206.2,2024-06-20,No Campaign,2024-06-26,2024-12-29,False,168647,86396,23.0,22.15
2024-06-20,Philippines,50,1,206.2,2024-06-20,Zathin,2024-01-02,2024-12-19,True,168647,86396,23.0,22.15
2024-06-20,Philippines,50,1,206.2,2024-06-20,No Campaign,2024-06-28,2024-09-26,False,168647,86396,23.0,22.15
2024-06-20,Philippines,50,1,206.2,2024-06-20,No Campaign,2024-07-12,2024-10-09,False,168647,86396,23.0,22.15
2024-06-20,Philippines,50,1,206.2,2024-06-20,No Campaign,2024-03-14,2024-05-25,False,168647,86396,23.0,22.15
2024-06-20,Philippines,50,1,206.2,2024-06-20,Redhold,2024-06-05,2024-10-17,True,168647,86396,23.0,22.15
2024-06-20,Philippines,50,1,206.2,2024-06-20,Tampflex,2024-01-17,2024-09-09,True,168647,86396,23.0,22.15
2024-03-19,Vietnam,35,7,957.07,2024-03-19,No Campaign,2024-07-21,2024-10-24,False,66342,38771,68.0,20.700000000000003
2024-03-19,Vietnam,35,7,957.07,2024-03-19,No Campaign,2024-03-28,2024-05-27,False,66342,38771,68.0,20.700000000000003
2024-03-19,Vietnam,35,7,957.07,2024-03-19,No Campaign,2024-05-06,2024-11-21,False,66342,38771,68.0,20.700000000000003
2024-03-19,Vietnam,35,7,957.07,2024-03-19,Asoka,2024-01-06,2024-09-08,True,66342,38771,68.0,20.700000000000003
2024-03-19,Vietnam,35,7,957.07,2024-03-19,No Campaign,2024-05-24,2024-07-14,False,66342,38771,68.0,20.700000000000003
2024-03-19,Vietnam,35,7,957.07,2024-03-19,No Campaign,2024-02-27,2024-03-18,False,66342,38771,68.0,20.700000000000003
2024-03-19,Vietnam,35,7,957.07,2024-03-19,No Campaign,2024-06-29,2024-11-03,False,66342,38771,68.0,20.700000000000003
2024-03-19,Vietnam,35,7,957.07,2024-03-19,No Campaign,2024-05-09,2024-06-27,False,66342,38771,68.0,20.700000000000003
2024-03-19,Vietnam,35,7,957.07,2024-03-19,No Campaign,2024-03-23,2024-06-17,False,66342,38771,68.0,20.700000000000003
2024-03-19,Vietnam,35,7,957.07,2024-03-19,Zathin,2024-03-05,2024-08-14,True,66342,38771,68.0,20.700000000000003
2024-03-19,Vietnam,35,7,957.07,2024-03-19,No Campaign,2024-09-01,2024-10-07,False,66342,38771,68.0,20.700000000000003
2024-03-19,Vietnam,35,7,957.07,2024-03-19,No Campaign,2024-08-15,2024-10-18,False,66342,38771,68.0,20.700000000000003
2024-03-01,Portugal,43,4,135.97,2024-03-01,No Campaign,2024-07-10,2024-12-18,False,218853,87502,42.333333333333336,21.96666666666667
2024-03-01,Portugal,43,4,135.97,2024-03-01,No Campaign,2024-08-12,2024-11-07,False,218853,87502,42.333333333333336,21.96666666666667
2024-03-01,Portugal,43,4,135.97,2024-03-01,Vagram,2024-02-17,2024-10-29,True,218853,87502,42.333333333333336,21.96666666666667
2024-03-01,Portugal,43,4,135.97,2024-03-01,Transcof,2024-02-29,2024-12-22,True,218853,87502,42.333333333333336,21.96666666666667
2024-03-01,Portugal,43,4,135.97,2024-03-01,No Campaign,2024-03-16,2024-07-08,False,218853,87502,42.333333333333336,21.96666666666667
2024-03-01,Portugal,43,4,135.97,2024-03-01,No Campaign,2024-05-14,2024-12-30,False,218853,87502,42.333333333333336,21.96666666666667
2024-03-01,Portugal,43,4,135.97,2024-03-01,No Campaign,2024-03-15,2024-08-11,False,218853,87502,42.333333333333336,21.96666666666667
2024-03-01,Portugal,43,4,135.97,2024-03-01,No Campaign,2024-06-15,2024-06-28,False,218853,87502,42.333333333333336,21.96666666666667
2024-03-01,Portugal,43,4,135.97,2024-03-01,No Campaign,2024-04-03,2024-07-16,False,218853,87502,42.333333333333336,21.96666666666667
2024-03-01,Portugal,43,4,135.97,2024-03-01,Y-Solowarm,2024-02-24,2024-04-12,True,218853,87502,42.333333333333336,21.96666666666667
2024-03-01,Portugal,43,4,135.97,2024-03-01,No Campaign,2024-04-27,2024-08-11,False,218853,87502,42.333333333333336,21.96666666666667
2024-03-01,Portugal,43,4,135.97,2024-03-01,Konklab,2024-01-31,2024-03-21,True,218853,87502,42.333333333333336,21.96666666666667
2024-03-01,Portugal,43,4,135.97,2024-03-01,No Campaign,2024-01-04,2024-02-19,False,218853,87502,42.333333333333336,21.96666666666667
2024-03-01,Portugal,43,4,135.97,2024-03-01,Wrapsafe,2024-02-21,2024-03-29,True,218853,87502,42.333333333333336,21.96666666666667
2024-05-26,Russia,16,8,196.73,2024-05-26,No Campaign,2024-06-14,2024-08-21,False,69785,32064,65.4,21.4
2024-05-26,Russia,16,8,196.73,2024-05-26,Bigtax,2024-03-31,2024-09-14,True,69785,32064,65.4,21.4
2024-05-26,Russia,16,8,196.73,2024-05-26,No Campaign,2024-01-09,2024-04-19,False,69785,32064,65.4,21.4
2024-05-26,Russia,16,8,196.73,2024-05-26,Cardguard,2024-03-09,2024-12-20,True,69785,32064,65.4,21.4
2024-05-26,Russia,16,8,196.73,2024-05-26,Kanlam,2024-02-21,2024-12-25,True,69785,32064,65.4,21.4
2024-05-26,Russia,16,8,196.73,2024-05-26,No Campaign,2024-08-03,2024-12-19,False,69785,32064,65.4,21.4
2024-05-26,Russia,16,8,196.73,2024-05-26,No Campaign,2024-07-20,2024-08-02,False,69785,32064,65.4,21.4
2024-05-26,Russia,16,8,196.73,2024-05-26,No Campaign,2024-11-08,2024-12-28,False,69785,32064,65.4,21.4
2024-02-22,Philippines,26,10,774.81,2024-02-22,No Campaign,2024-07-16,2024-09-18,False,102646,35484,51.2,22.740000000000002
2024-02-22,Philippines,26,10,774.81,2024-02-22,No Campaign,2024-10-01,2024-11-01,False,102646,35484,51.2,22.740000000000002
2024-02-22,Philippines,26,10,774.81,2024-02-22,No Campaign,2024-04-07,2024-04-08,False,102646,35484,51.2,22.740000000000002
2024-02-22,Philippines,26,10,774.81,2024-02-22,No Campaign,2024-07-12,2024-09-16,False,102646,35484,51.2,22.740000000000002
2024-02-22,Philippines,26,10,774.81,2024-02-22,Cardguard,2024-02-11,2024-05-18,True,102646,35484,51.2,22.740000000000002
2024-02-22,Philippines,26,10,774.81,2024-02-22,No Campaign,2024-03-17,2024-12-09,False,102646,35484,51.2,22.740000000000002
2024-02-22,Philippines,26,10,774.81,2024-02-22,No Campaign,2024-05-02,2024-07-16,False,102646,35484,51.2,22.740000000000002
2024-02-22,Philippines,26,10,774.81,2024-02-22,Aerified,2024-01-03,2024-11-24,True,102646,35484,51.2,22.740000000000002
2024-02-22,Philippines,26,10,774.81,2024-02-22,No Campaign,2024-05-20,2024-07-07,False,102646,35484,51.2,22.740000000000002
2024-02-22,Philippines,26,10,774.81,2024-02-22,No Campaign,2024-03-21,2024-12-21,False,102646,35484,51.2,22.740000000000002
2024-02-22,Philippines,26,10,774.81,2024-02-22,No Campaign,2024-04-14,2024-11-20,False,102646,35484,51.2,22.740000000000002
2024-02-22,Philippines,26,10,774.81,2024-02-22,No Campaign,2024-03-30,2024-06-04,False,102646,35484,51.2,22.740000000000002
2024-03-23,France,31,2,492.1,2024-03-23,No Campaign,2024-06-08,2024-10-02,False,45365,22847,56.0,23.95
2024-03-23,France,31,2,492.1,2024-03-23,No Campaign,2024-02-15,2024-02-17,False,45365,22847,56.0,23.95
2024-03-23,France,31,2,492.1,2024-03-23,Home Ing,2024-01-18,2024-07-11,True,45365,22847,56.0,23.95
2024-03-23,France,31,2,492.1,2024-03-23,Transcof,2024-02-21,2024-05-07,True,45365,22847,56.0,23.95
2024-03-23,France,31,2,492.1,2024-03-23,Vagram,2024-03-11,2024-07-17,True,45365,22847,56.0,23.95
2024-03-23,France,31,2,492.1,2024-03-23,Bigtax,2024-03-14,2024-07-03,True,45365,22847,56.0,23.95
2024-03-23,France,31,2,492.1,2024-03-23,No Campaign,2024-04-17,2024-05-18,False,45365,22847,56.0,23.95
2024-03-23,France,31,2,492.1,2024-03-23,Sub-Ex,2024-01-25,2024-05-28,True,45365,22847,56.0,23.95
2024-03-23,France,31,2,492.1,2024-03-23,No Campaign,2024-06-23,2024-12-07,False,45365,22847,56.0,23.95
2024-03-23,France,31,2,492.1,2024-03-23,Y-find,2024-01-27,2024-06-19,True,45365,22847,56.0,23.95
2024-03-23,France,31,2,492.1,2024-03-23,Duobam,2024-01-15,2024-07-20,True,45365,22847,56.0,23.95
2024-03-23,France,31,2,492.1,2024-03-23,Tres-Zap,2024-03-14,2024-09-30,True,45365,22847,56.0,23.95
2024-11-15,Ireland,41,6,213.12,2024-11-15,Treeflex,2024-05-09,2024-11-17,True,87229,39330,28.0,20.466666666666665
2024-11-15,Ireland,41,6,213.12,2024-11-15,No Campaign,2024-03-18,2024-09-12,False,87229,39330,28.0,20.466666666666665
2024-11-15,Ireland,41,6,213.12,2024-11-15,No Campaign,2024-05-14,2024-08-27,False,87229,39330,28.0,20.466666666666665
2024-11-15,Ireland,41,6,213.12,2024-11-15,No Campaign,2024-01-19,2024-06-22,False,87229,39330,28.0,20.466666666666665
2024-11-15,Ireland,41,6,213.12,2024-11-15,No Campaign,2024-06-08,2024-11-05,False,87229,39330,28.0,20.466666666666665
2024-11-15,Ireland,41,6,213.12,2024-11-15,Bitwolf,2024-06-07,2024-12-08,True,87229,39330,28.0,20.466666666666665
2024-11-15,Ireland,41,6,213.12,2024-11-15,No Campaign,2024-05-06,2024-08-30,False,87229,39330,28.0,20.466666666666665
2024-11-15,Ireland,41,6,213.12,2024-11-15,Tampflex,2024-11-11,2024-12-18,True,87229,39330,28.0,20.466666666666665
2024-11-15,Ireland,41,6,213.12,2024-11-15,No Campaign,2024-04-24,2024-05-25,False,87229,39330,28.0,20.466666666666665
2024-01-12,Canada,28,6,734.51,2024-01-12,No Campaign,2024-01-27,2024-03-05,False,19805,19568,50.5,21.825000000000003
2024-01-12,Canada,28,6,734.51,2024-01-12,No Campaign,2024-06-01,2024-12-29,False,19805,19568,50.5,21.825000000000003
2024-01-12,Canada,28,6,734.51,2024-01-12,No Campaign,2024-05-22,2024-06-07,False,19805,19568,50.5,21.825000000000003
2024-01-12,Canada,28,6,734.51,2024-01-12,No Campaign,2024-01-15,2024-08-11,False,19805,19568,50.5,21.825000000000003
2024-01-12,Canada,28,6,734.51,2024-01-12,Pannier,2024-01-04,2024-05-20,True,19805,19568,50.5,21.825000000000003
2024-01-12,Canada,28,6,734.51,2024-01-12,No Campaign,2024-05-05,2024-12-04,False,19805,19568,50.5,21.825000000000003
2024-01-12,Canada,28,6,734.51,2024-01-12,No Campaign,2024-08-27,2024-11-01,False,19805,19568,50.5,21.825000000000003
2024-01-12,Canada,28,6,734.51,2024-01-12,No Campaign,2024-02-16,2024-03-26,False,19805,19568,50.5,21.825000000000003
2024-01-12,Canada,28,6,734.51,2024-01-12,No Campaign,2024-04-28,2024-12-31,False,19805,19568,50.5,21.825000000000003
2024-01-12,Canada,28,6,734.51,2024-01-12,No Campaign,2024-03-15,2024-05-09,False,19805,19568,50.5,21.825000000000003
2024-01-12,Canada,28,6,734.51,2024-01-12,No Campaign,2024-03-10,2024-08-06,False,19805,19568,50.5,21.825000000000003
2024-01-22,Mexico,17,5,424.4,2024-01-22,No Campaign,2024-05-01,2024-12-10,False,65621,37963,51.0,21.05
2024-01-22,Mexico,17,5,424.4,2024-01-22,No Campaign,2024-06-21,2024-12-02,False,65621,37963,51.0,21.05
2024-01-22,Mexico,17,5,424.4,2024-01-22,No Campaign,2024-02-01,2024-11-22,False,65621,37963,51.0,21.05
2024-01-22,Mexico,17,5,424.4,2024-01-22,No Campaign,2024-02-24,2024-07-01,False,65621,37963,51.0,21.05
2024-01-22,Mexico,17,5,424.4,2024-01-22,No Campaign,2024-05-15,2024-09-17,False,65621,37963,51.0,21.05
2024-01-22,Mexico,17,5,424.4,2024-01-22,No Campaign,2024-03-03,2024-08-09,False,65621,37963,51.0,21.05
2024-01-22,Mexico,17,5,424.4,2024-01-22,No Campaign,2024-07-27,2024-12-04,False,65621,37963,51.0,21.05
2024-01-22,Mexico,17,5,424.4,2024-01-22,No Campaign,2024-03-23,2024-07-23,False,65621,37963,51.0,21.05
2024-01-22,Mexico,17,5,424.4,2024-01-22,No Campaign,2024-01-27,2024-09-12,False,65621,37963,51.0,21.05
2024-02-15,Tanzania,34,9,652.56,2024-02-15,No Campaign,2024-07-06,2024-12-18,False,53528,44997,42.333333333333336,20.733333333333334
2024-02-15,Tanzania,34,9,652.56,2024-02-15,Zaam-Dox,2024-01-21,2024-08-31,True,53528,44997,42.333333333333336,20.733333333333334
2024-02-15,Tanzania,34,9,652.56,2024-02-15,No Campaign,2024-05-28,2024-06-22,False,53528,44997,42.333333333333336,20.733333333333334
2024-02-15,Tanzania,34,9,652.56,2024-02-15,No Campaign,2024-03-10,2024-07-20,False,53528,44997,42.333333333333336,20.733333333333334
2024-02-15,Tanzania,34,9,652.56,2024-02-15,No Campaign,2024-07-21,2024-09-02,False,53528,44997,42.333333333333336,20.733333333333334
2024-02-15,Tanzania,34,9,652.56,2024-02-15,No Campaign,2024-09-26,2024-12-06,False,53528,44997,42.333333333333336,20.733333333333334
2024-02-15,Tanzania,34,9,652.56,2024-02-15,No Campaign,2024-02-25,2024-09-30,False,53528,44997,42.333333333333336,20.733333333333334
2024-02-15,Tanzania,34,9,652.56,2024-02-15,No Campaign,2024-02-23,2024-04-11,False,53528,44997,42.333333333333336,20.733333333333334
2024-02-15,Tanzania,34,9,652.56,2024-02-15,No Campaign,2024-03-25,2024-08-09,False,53528,44997,42.333333333333336,20.733333333333334
2024-02-15,Tanzania,34,9,652.56,2024-02-15,Y-find,2024-01-25,2024-03-12,True,53528,44997,42.333333333333336,20.733333333333334
2024-02-15,Tanzania,34,9,652.56,2024-02-15,No Campaign,2024-06-06,2024-10-07,False,53528,44997,42.333333333333336,20.733333333333334
2024-02-15,Tanzania,34,9,652.56,2024-02-15,Zathin,2024-01-13,2024-09-01,True,53528,44997,42.333333333333336,20.733333333333334
